,index,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG,npxG per 90,npxG+xAG per 90,season_years
131,262,263,Douglas Luiz,BRA,MF,Aston Villa,25.0,1998.0,15.0,15.0,1293.0,14.4,5.0,2.0,7.0,2.0,3.0,3.0,4.0,0.0,3.9,1.6,1.8,3.4,34.0,75.0,26.0,0.35,0.14,0.49,0.14,0.28,0.27,0.13,0.4,0.11,0.23,2023-2024
132,291,292,Dwight McNeil,ENG,MF,Everton,24.0,1999.0,11.0,10.0,843.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,2.3,3.6,26.0,27.0,48.0,0.11,0.11,0.21,0.11,0.21,0.14,0.24,0.39,0.14,0.39,2023-2024
133,151,152,Eberechi Eze,ENG,MF,Crystal Palace,25.0,1998.0,10.0,9.0,798.0,8.9,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,3.3,2.5,1.9,4.3,26.0,34.0,49.0,0.23,0.11,0.34,0.11,0.23,0.37,0.21,0.58,0.28,0.49,2023-2024
134,323,324,Eddie Nketiah,ENG,FW,Arsenal,24.0,1999.0,14.0,9.0,818.0,9.1,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.6,3.6,0.2,3.8,14.0,11.0,49.0,0.55,0.0,0.55,0.55,0.55,0.4,0.02,0.42,0.4,0.42,2023-2024
135,139,140,Ederson,BRA,GK,Manchester City,30.0,1993.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2023-2024
136,16,17,Edson Alvarez,MEX,MF,West Ham,26.0,1997.0,12.0,11.0,909.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.1,0.5,6.0,32.0,11.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,2023-2024
137,3,4,Elijah Adebayo,ENG,FW,Luton Town,25.0,1998.0,15.0,5.0,496.0,5.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,0.3,1.9,5.0,9.0,31.0,0.54,0.0,0.54,0.54,0.54,0.29,0.05,0.34,0.29,0.34,2023-2024
138,21,22,Elliot Anderson,SCO,MF,Newcastle Utd,21.0,2002.0,9.0,4.0,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,14.0,26.0,33.0,0.0,0.22,0.22,0.0,0.22,0.16,0.19,0.35,0.16,0.35,2023-2024
139,146,147,Emerson,BRA,DF,Tottenham,24.0,1999.0,11.0,4.0,510.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,15.0,19.0,10.0,0.18,0.0,0.18,0.18,0.18,0.02,0.0,0.02,0.02,0.02,2023-2024
140,352,353,Emerson Palmieri,ITA,DF,West Ham,29.0,1994.0,13.0,13.0,1170.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,1.7,2.4,18.0,45.0,41.0,0.0,0.08,0.08,0.0,0.08,0.05,0.13,0.18,0.05,0.18,2023-2024
141,244,245,Emil Krafth,SWE,DF,Newcastle Utd,29.0,1994.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
142,420,421,Emile Smith Rowe,ENG,MF,Arsenal,23.0,2000.0,4.0,1.0,107.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,1.0,5.0,5.0,0.0,0.84,0.84,0.0,0.84,0.71,0.05,0.76,0.71,0.76,2023-2024
143,275,276,Emiliano Martinez,ARG,GK,Aston Villa,31.0,1992.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
144,156,157,Enzo Fernandez,ARG,MF,Chelsea,22.0,2001.0,14.0,14.0,1166.0,13.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,4.5,3.0,1.1,4.1,28.0,109.0,27.0,0.15,0.0,0.15,0.08,0.08,0.35,0.09,0.44,0.23,0.32,2023-2024
145,120,121,Eric Dier,ENG,DF,Tottenham,29.0,1994.0,2.0,1.0,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
146,186,187,Erling Haaland,NOR,FW,Manchester City,23.0,2000.0,15.0,15.0,1293.0,14.4,14.0,4.0,18.0,11.0,3.0,4.0,1.0,0.0,15.0,11.8,3.2,15.0,13.0,10.0,57.0,0.97,0.28,1.25,0.77,1.04,1.04,0.22,1.26,0.82,1.04,2023-2024
147,364,365,Ethan Pinnock,JAM,DF,Brentford,30.0,1993.0,15.0,15.0,1350.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.9,2.4,7.0,42.0,7.0,0.07,0.0,0.07,0.07,0.07,0.1,0.06,0.16,0.1,0.16,2023-2024
148,154,155,Evan Ferguson,IRL,FW,Brighton,19.0,2004.0,14.0,9.0,769.0,8.5,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,3.1,3.1,0.5,3.6,9.0,10.0,32.0,0.7,0.0,0.7,0.7,0.7,0.36,0.05,0.42,0.36,0.42,2023-2024
149,241,242,Ezri Konsa,ENG,DF,Aston Villa,26.0,1997.0,15.0,15.0,1333.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.1,1.5,9.0,41.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,2023-2024
150,407,408,Fabian Schar,SUI,DF,Newcastle Utd,31.0,1991.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,0.9,8.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07,2023-2024
151,464,465,Fabio Vieira,POR,MF,Arsenal,23.0,2000.0,8.0,2.0,241.0,2.7,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.2,0.4,1.1,1.5,9.0,12.0,24.0,0.37,0.75,1.12,0.0,0.75,0.45,0.4,0.84,0.15,0.55,2023-2024
152,71,72,Facundo Buonanotte,ARG,MF,Brighton,18.0,2004.0,7.0,4.0,291.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.7,1.1,4.0,6.0,18.0,0.31,0.31,0.62,0.31,0.62,0.11,0.23,0.34,0.11,0.34,2023-2024
153,358,359,Facundo Pellistri,URU,MF,Manchester Utd,21.0,2001.0,6.0,1.0,133.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,6.0,4.0,24.0,0.0,0.68,0.68,0.0,0.68,0.41,0.06,0.47,0.41,0.47,2023-2024
154,153,154,Felipe,BRA,DF,Nott'ham Forest,34.0,1989.0,2.0,1.0,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,2023-2024
155,35,36,Fode Ballo-Toure,SEN,DF,Fulham,26.0,1997.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
156,341,342,Frank Onyeka,NGA,MF,Brentford,25.0,1998.0,13.0,5.0,646.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,1.5,2.8,8.0,20.0,28.0,0.0,0.14,0.14,0.0,0.14,0.18,0.21,0.4,0.18,0.4,2023-2024
157,415,416,Fabio Silva,POR,FW,Wolves,21.0,2002.0,8.0,3.0,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42,2023-2024
158,130,131,Gabriel Dos Santos,BRA,DF,Arsenal,25.0,1997.0,13.0,11.0,1016.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.2,6.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,2023-2024
159,213,214,Gabriel Jesus,BRA,FW,Arsenal,26.0,1997.0,10.0,7.0,585.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.5,3.5,0.9,4.4,17.0,17.0,51.0,0.31,0.15,0.46,0.31,0.46,0.54,0.14,0.68,0.54,0.68,2023-2024
160,274,275,Gabriel Martinelli,BRA,MF,Arsenal,22.0,2001.0,13.0,12.0,939.0,10.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.6,3.2,59.0,33.0,156.0,0.19,0.19,0.38,0.19,0.38,0.15,0.16,0.31,0.15,0.31,2023-2024
161,345,346,Gabriel Osho,ENG,DF,Luton Town,25.0,1998.0,6.0,6.0,506.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,7.0,0.0,0.18,0.0,0.18,0.18,0.18,0.03,0.0,0.03,0.03,0.03,2023-2024
162,33,34,George Baldock,GRE,DF,Sheffield Utd,30.0,1993.0,8.0,7.0,564.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,6.0,22.0,20.0,0.0,0.16,0.16,0.0,0.16,0.0,0.11,0.11,0.0,0.11,2023-2024
163,258,259,Giovani Lo Celso,ARG,MF,Tottenham,27.0,1996.0,5.0,2.0,204.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,4.0,17.0,7.0,0.88,0.0,0.88,0.88,0.88,0.11,0.09,0.2,0.11,0.2,2023-2024
164,305,306,Gonzalo Montiel,ARG,DF,Nott'ham Forest,26.0,1997.0,4.0,1.0,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,2023-2024
165,463,464,Guglielmo Vicario,ITA,GK,Tottenham,27.0,1996.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
166,189,190,Gustavo Hamer,NED,MF,Sheffield Utd,26.0,1997.0,14.0,14.0,1162.0,12.9,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.9,2.3,16.0,50.0,27.0,0.15,0.0,0.15,0.15,0.15,0.11,0.07,0.18,0.11,0.18,2023-2024
167,225,226,Hamed Junior Traore,CIV,MF,Bournemouth,23.0,2000.0,3.0,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,2023-2024
168,114,115,Hannes Delcroix,BEL,DF,Burnley,24.0,1999.0,6.0,2.0,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19,2023-2024
169,294,295,Hannibal Mejbri,TUN,MF,Manchester Utd,20.0,2003.0,3.0,1.0,123.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,6.0,8.0,0.73,0.0,0.73,0.73,0.73,0.02,0.27,0.29,0.02,0.29,2023-2024
170,377,378,Harrison Reed,ENG,MF,Fulham,28.0,1995.0,13.0,9.0,758.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,4.0,29.0,27.0,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.09,0.01,0.09,2023-2024
171,268,269,Harry Maguire,ENG,DF,Manchester Utd,30.0,1993.0,10.0,8.0,748.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.7,8.0,34.0,1.0,0.0,0.12,0.12,0.0,0.12,0.05,0.04,0.09,0.05,0.09,2023-2024
172,439,440,Harry Toffolo,ENG,DF,Nott'ham Forest,28.0,1995.0,9.0,7.0,654.0,7.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,2.0,23.0,18.0,0.0,0.41,0.41,0.0,0.41,0.05,0.11,0.16,0.05,0.16,2023-2024
173,481,482,Harry Wilson,WAL,MF,Fulham,26.0,1997.0,15.0,8.0,788.0,8.8,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.3,2.4,16.0,30.0,71.0,0.11,0.23,0.34,0.11,0.34,0.13,0.15,0.28,0.13,0.28,2023-2024
174,38,39,Harvey Barnes,ENG,MF,Newcastle Utd,25.0,1997.0,6.0,2.0,187.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.6,15.0,5.0,16.0,0.48,0.48,0.96,0.48,0.96,0.35,0.42,0.76,0.35,0.76,2023-2024
175,144,145,Harvey Elliott,ENG,MF,Liverpool,20.0,2003.0,12.0,1.0,292.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,11.0,23.0,26.0,0.0,0.31,0.31,0.0,0.31,0.11,0.28,0.39,0.11,0.39,2023-2024
176,142,143,Hjalmar Ekdal,SWE,DF,Burnley,25.0,1998.0,2.0,1.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,2023-2024
177,69,70,Hugo Bueno,ESP,DF,Wolves,21.0,2002.0,8.0,3.0,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,9.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.19,0.05,0.19,2023-2024
178,194,195,Hwang Hee-chan,KOR,MF,Wolves,27.0,1996.0,15.0,12.0,1044.0,11.6,8.0,2.0,10.0,7.0,1.0,1.0,4.0,0.0,4.0,3.2,2.0,5.2,23.0,20.0,51.0,0.69,0.17,0.86,0.6,0.78,0.34,0.17,0.51,0.27,0.45,2023-2024
179,264,265,Ian Maatsen,NED,MF,Chelsea,21.0,2002.0,8.0,0.0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.29,0.06,0.35,0.29,0.35,2023-2024
180,403,404,Ibrahim Sangare,CIV,MF,Nott'ham Forest,26.0,1997.0,10.0,10.0,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,0.9,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,2023-2024
181,240,241,Ibrahima Konate,FRA,DF,Liverpool,24.0,1999.0,10.0,6.0,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,11.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,2023-2024
182,166,167,Idrissa Gana Gueye,SEN,MF,Everton,34.0,1989.0,11.0,10.0,854.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.4,16.0,39.0,21.0,0.11,0.0,0.11,0.11,0.11,0.08,0.07,0.15,0.08,0.15,2023-2024
183,204,205,Igor,BRA,DF,Brighton,25.0,1998.0,7.0,6.0,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,2023-2024
184,489,490,Illia Zabarnyi,UKR,DF,Bournemouth,21.0,2002.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2023-2024
185,368,369,Ionut Radu,ROU,GK,Bournemouth,26.0,1997.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
186,122,123,Issa Diop,FRA,DF,Fulham,26.0,1997.0,8.0,8.0,700.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,9.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2023-2024
187,227,228,Issa Kabore,BFA,DF,Luton Town,22.0,2001.0,13.0,11.0,958.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.5,1.8,30.0,27.0,37.0,0.0,0.09,0.09,0.0,0.09,0.02,0.15,0.17,0.02,0.17,2023-2024
188,360,361,Ivan Perisic,CRO,DF,Tottenham,34.0,1989.0,5.0,0.0,103.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,2023-2024
189,95,96,Jack Cork,ENG,MF,Burnley,34.0,1989.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
190,180,181,Jack Grealish,ENG,MF,Manchester City,28.0,1995.0,8.0,3.0,368.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.3,2.3,28.0,20.0,55.0,0.24,0.24,0.49,0.24,0.49,0.25,0.31,0.56,0.25,0.56,2023-2024
191,191,192,Jack Harrison,ENG,MF,Everton,27.0,1996.0,8.0,7.0,617.0,6.9,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,2.2,17.0,15.0,36.0,0.15,0.44,0.58,0.15,0.58,0.13,0.2,0.33,0.13,0.33,2023-2024
192,199,200,Jack Hinshelwood,ENG,MF,Brighton,18.0,2005.0,4.0,3.0,269.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,1.0,10.0,9.0,0.33,0.0,0.33,0.33,0.33,0.05,0.13,0.19,0.05,0.19,2023-2024
193,388,389,Jack Robinson,ENG,DF,Sheffield Utd,30.0,1993.0,15.0,14.0,1305.0,14.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.8,2.0,26.0,7.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06,2023-2024
194,66,67,Jacob Brown,SCO,FW,Luton Town,25.0,1998.0,14.0,8.0,692.0,7.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.6,3.0,17.0,12.0,35.0,0.26,0.0,0.26,0.26,0.26,0.32,0.08,0.4,0.32,0.4,2023-2024
195,68,69,Jacob Bruun Larsen,DEN,MF,Burnley,25.0,1998.0,13.0,2.0,324.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,17.0,10.0,44.0,0.56,0.0,0.56,0.56,0.56,0.28,0.1,0.38,0.28,0.38,2023-2024
196,315,316,Jacob Murphy,ENG,MF,Newcastle Utd,28.0,1995.0,5.0,1.0,121.0,1.3,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.5,6.0,10.0,13.0,0.74,2.23,2.98,0.74,2.98,0.07,1.05,1.12,0.07,1.12,2023-2024
197,372,373,Jacob Ramsey,ENG,MF,Aston Villa,22.0,2001.0,5.0,0.0,102.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,3.0,6.0,0.88,0.0,0.88,0.88,0.88,0.17,0.0,0.17,0.17,0.17,2023-2024
198,362,363,Jaden Philogene Bidace,ENG,MF,Aston Villa,21.0,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
199,402,403,Jadon Sancho,ENG,MF,Manchester Utd,23.0,2000.0,3.0,0.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,2023-2024
200,22,23,Jaidon Anthony,ENG,MF,Bournemouth,24.0,1999.0,3.0,2.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,2023-2024
201,237,238,Jakub Kiwior,POL,DF,Arsenal,23.0,2000.0,6.0,3.0,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,2023-2024
202,303,304,Jakub Moder,POL,MF,Brighton,24.0,1999.0,2.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
203,250,251,Jamaal Lascelles,ENG,DF,Newcastle Utd,30.0,1993.0,9.0,8.0,732.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,5.0,24.0,2.0,0.12,0.0,0.12,0.12,0.12,0.09,0.01,0.1,0.09,0.1,2023-2024
204,168,169,James Garner,ENG,MF,Everton,22.0,2001.0,14.0,13.0,1157.0,12.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,2.2,3.5,15.0,52.0,29.0,0.08,0.08,0.16,0.08,0.16,0.11,0.17,0.27,0.11,0.27,2023-2024
205,198,199,James Hill,ENG,DF,Bournemouth,21.0,2002.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
206,266,267,James Maddison,ENG,MF,Tottenham,27.0,1996.0,11.0,11.0,881.0,9.8,3.0,5.0,8.0,3.0,0.0,0.0,2.0,0.0,2.8,2.8,2.8,5.6,29.0,97.0,70.0,0.31,0.51,0.82,0.31,0.82,0.29,0.29,0.58,0.29,0.58,2023-2024
207,288,289,James McConnell,ENG,MF,Liverpool,19.0,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
208,285,286,James Mcatee,ENG,MF,Sheffield Utd,21.0,2002.0,11.0,8.0,729.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,22.0,17.0,44.0,0.0,0.12,0.12,0.0,0.12,0.1,0.07,0.17,0.1,0.17,2023-2024
209,298,299,James Milner,ENG,MF,Brighton,37.0,1986.0,9.0,5.0,408.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,4.0,45.0,32.0,0.0,0.22,0.22,0.0,0.22,0.0,0.11,0.11,0.0,0.11,2023-2024
210,431,432,James Tarkowski,ENG,DF,Everton,31.0,1992.0,14.0,14.0,1259.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.7,4.0,51.0,9.0,0.07,0.07,0.14,0.07,0.14,0.08,0.04,0.12,0.08,0.12,2023-2024
211,441,442,James Tomkins,ENG,DF,Crystal Palace,34.0,1989.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
212,445,446,James Trafford,ENG,GK,Burnley,21.0,2002.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
213,471,472,James Ward-Prowse,ENG,MF,West Ham,29.0,1994.0,13.0,13.0,1142.0,12.7,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.3,5.3,10.0,53.0,27.0,0.16,0.39,0.55,0.16,0.55,0.16,0.26,0.42,0.16,0.42,2023-2024
214,129,130,Jamie Donley,ENG,FW,Tottenham,18.0,2005.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
215,193,194,Jan Paul van Hecke,NED,DF,Brighton,23.0,2000.0,10.0,8.0,749.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,4.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,2023-2024
216,61,62,Jarrad Branthwaite,ENG,DF,Everton,21.0,2002.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2023-2024
