,index,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG,npxG per 90,npxG+xAG per 90,season_years
303,103,104,Mahmoud Dahoud,GER,MF,Brighton,27.0,1996.0,8.0,5.0,407.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.9,1.0,3.0,10.0,6.0,0.0,0.22,0.22,0.0,0.22,0.02,0.19,0.22,0.02,0.22,2023-2024
304,184,185,Malo Gusto,FRA,DF,Chelsea,20.0,2003.0,9.0,6.0,541.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.6,0.9,28.0,23.0,40.0,0.0,0.33,0.33,0.0,0.33,0.05,0.09,0.15,0.05,0.15,2023-2024
305,422,423,Manor Solomon,ISR,MF,Tottenham,24.0,1999.0,5.0,2.0,199.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,17.0,11.0,44.0,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,2023-2024
306,11,12,Manuel Akanji,SUI,DF,Manchester City,28.0,1995.0,12.0,12.0,1079.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.6,0.6,0.2,0.8,16.0,51.0,14.0,0.17,0.0,0.17,0.17,0.17,0.05,0.02,0.07,0.05,0.07,2023-2024
307,100,101,Marc Cucurella,ESP,DF,Chelsea,25.0,1998.0,8.0,7.0,620.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,0.9,11.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.14,0.11,0.14,2023-2024
308,182,183,Marc Guehi,ENG,DF,Crystal Palace,23.0,2000.0,14.0,14.0,1259.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.0,10.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,2023-2024
309,412,413,Marcos Senesi,ARG,DF,Bournemouth,26.0,1997.0,13.0,9.0,848.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,0.9,12.0,36.0,0.0,0.11,0.11,0.21,0.11,0.21,0.07,0.03,0.09,0.07,0.09,2023-2024
310,373,374,Marcus Rashford,ENG,MF,Manchester Utd,26.0,1997.0,14.0,13.0,1088.0,12.1,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,4.7,3.9,1.6,5.5,47.0,34.0,108.0,0.17,0.08,0.25,0.08,0.17,0.39,0.13,0.52,0.32,0.46,2023-2024
311,433,434,Marcus Tavernier,ENG,MF,Bournemouth,24.0,1999.0,12.0,10.0,816.0,9.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.1,2.1,2.1,4.2,31.0,24.0,47.0,0.22,0.11,0.33,0.22,0.33,0.23,0.23,0.46,0.23,0.46,2023-2024
312,251,252,Mario Lemina,GAB,MF,Wolves,30.0,1993.0,13.0,13.0,1151.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,2.6,2.6,0.2,2.8,7.0,31.0,16.0,0.16,0.0,0.16,0.16,0.16,0.2,0.02,0.22,0.2,0.22,2023-2024
313,158,159,Mark Flekken,NED,GK,Brentford,30.0,1993.0,14.0,14.0,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
314,135,136,Martin Dubravka,SVK,GK,Newcastle Utd,34.0,1989.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
315,494,495,Martin Odegaard,NOR,MF,Arsenal,24.0,1998.0,12.0,12.0,1055.0,11.7,4.0,2.0,6.0,2.0,2.0,2.0,1.0,0.0,2.9,1.3,2.3,3.6,29.0,88.0,64.0,0.34,0.17,0.51,0.17,0.34,0.25,0.19,0.44,0.11,0.31,2023-2024
316,317,318,Marvelous Nakamba,ZIM,MF,Luton Town,29.0,1994.0,12.0,12.0,1059.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,1.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,2023-2024
317,74,75,Mason Burstow,ENG,FW,Chelsea,20.0,2003.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
318,309,310,Mason Mount,ENG,MF,Manchester Utd,24.0,1999.0,8.0,4.0,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,6.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2023-2024
